pauthor,peditor,ptitle,pyear,paddress,ppublisher,pseries,pid,pkey,ptype_id,pjournal_id,pbooktitle_id,pjournalfull_id,pbooktitlefull_id,partition
hervé barthélemy|stéphane meillére|sylvain bourdel,,single ended rail-to-rail cmos ota based variable-frequency ring-oscillator.,2004,,,,494571,conf/iscas/BarthelemyMB04,1,0,75,0,75,4
nicolas menzel|michael guthe,,high dynamic range preserving compression of light fields and reflectance fields.,2007,,,,34122,conf/afrigraph/MenzelG07,1,0,2276,0,2276,4
shaochun zhong|yongjiang zhong|jinan li|wei wang|chunhong zhang,,the design of web-based intelligent item bank.,2008,,,,208961,conf/edutainment/ZhongZLWZ08,1,0,2277,0,2277,4
ferruccio barsi|fabrizio grandoni 0002|piero maestrini,,a theory of diagnosability of digital systems.,1976,,,,2226217,journals/tc/BarsiGM76,3,103,5,103,0,4
qingfeng yu|hanqing lu|songde ma,,computer analysis of rotational symmetry in cbed patterns.,2000,,,,410096,conf/icpr/LuM00,1,0,656,0,656,4
william w. cooper|josé l. ruiz|inmaculada sirvent,,choosing weights from alternative optimal solutions of dual multiplier models in dea.,2007,,,,2326688,journals/eor/CooperRS07,3,63,5,63,5,4
pallavi tadepalli|h. conrad cunningham,,incrementally distributed b+ trees: approaches and challenges.,2009,,,,8045,conf/ACMse/TadepalliC09,1,0,154,0,154,4
cheng niu|wei li 0003|jihong ding|rohini k. srihari,,a bootstrapping approach to named entity classification using successive learners.,2003,,,,24335,conf/acl/NiuLDS03,1,0,667,0,667,4
hongning dai|kam-wing ng|min-you wu,,upper bounds on the number of channels to ensure collision-free communications in multi-channel wireless networks using directional antennas.,2010,,,,874317,conf/wcnc/DaiNW10,1,0,5,0,5,4
m. choudary gorantla|colin boyd|juan manuel gonzález nieto,,universally composable contributory group key exchange.,2009,,,,99015,conf/ccs/GorantlaBN09,1,0,664,0,664,4
cristian lorenz|i.-c. carlsen|thorsten m. buzug|carola fassnacht|jürgen weese,,"multi-scale line segmentation with automatic estimation of width, contrast and tangential direction in 2d and 3d medical images.",1997,,,,154327,conf/cvrmed/LorenzCBFW97,1,0,5,0,5,4
gunther h. weber|oliver rübel|min-yu huang|angela h. depace|charless c. fowlkes|soile v. e. keränen|cris l. luengo hendriks|hans hagen|david w. knowles|jitendra malik|mark d. biggin|bernd hamann,,visual exploration of three-dimensional gene expression using physical views and linked abstract views.,2009,,,,2235626,journals/tcbb/WeberRHDFKHHKMBH09,1,230,5,230,0,4
k. rajiv gandhi|marcus karnan|s. kannan,,classification rule construction using particle swarm optimization algorithm for breast cancer data sets.,2010,,,,908232,conf/icsap/GandhiKK10,3,0,2281,0,2281,4
kengo nagata|shinya otsuki|tomoaki kumagai|kazuyoshi saitoh|satoru aikawa,,enhancement of dcf by multiple data frame transmission scheme based on the number of elapsed contention windows.,2004,,,,805088,conf/vtc/NagataOKSA04,1,0,671,0,671,4
soongohn kim|eung nam ko,,a hybrid carv architecture for pervasive computing environments.,2008,,,,367579,conf/icic/KimK08a,4,0,5,0,5,4
jesús tomás|alejandro canovas|jaime lloret|miguel garcía pineda|jose l. abad,,speech translation in pedagogical environment using additional sources of knowledge.,2010,,,,905907,conf/lrec/TomasCLPA10,4,0,5,0,0,4
aïcha-nabila benharkat|rami rifaieh,,towards an architecture of enterprise information systems using contextual ontologies.,2004,,,,456071,conf/iiwas/BenharkatR04,1,0,239,0,239,4
hisayuki suzumori|haruhiko kaiya|kenji kaijiri,,vdm over psp: a pilot course for vdm beginners to confirm its suitability for their development.,2003,,,,132537,conf/compsac/SuzumoriKK03,1,0,140,0,140,4
ajay gupta|steven c. bruell|sukumar ghosh,,mutual exclusion on a hypercube.,1993,,,,2121114,journals/jpdc/GuptaBG93,3,0,449,0,449,4
john h. lodge|daniel boudreau,,the implementation and performance of narrowband modulation techniques for mobile satellite applications.,1986,,,,323040,conf/icc/LodgeB86,1,0,19,0,19,4
dewayne e. perry|alexander b. romanovsky|anand tripathi,,guest editors' introduction-current trends in exception handling.,2000,,,,2284257,journals/tse/PerryRT00,3,29,5,29,5,4
sandra de albuquerque siebra|cibele da rosa christ|ana emília de melo queiroz|patricia azevedo tedesco|flávia de almeida barros,,smartchat - an intelligent environment for collaborative discussions.,2004,,,,538318,conf/its/SiebraCQTB04,1,0,358,0,358,4
n. o. dantas|a. f. g. monte|w. a. cardoso|a. g. brito-madurro|j. m. madurro|paulo césar de morais,,growth and characterisation of zno quantum dots in polyacrylamide.,2005,,,,2318863,journals/mj/DantasMCBMM05,1,191,5,191,5,4
christoph a. schaefer|victor pankratius|walter f. tichy,,atune-il: an instrumentation language for auto-tuning parallel applications.,2009,,,,231336,conf/europar/SchaeferPT09,1,0,335,0,335,4
j. novák|p. strichovanec|i. vávra|r. kúdela|m. kucera,,study of the optical and structural properties of multi quantum well structures grown on high-index surfaces.,2006,,,,2318552,journals/mj/NovakSVKK06,3,191,5,191,5,4
yiyong yao|liping zhao 0002|xin li|damin xu,,dual-core embedded real-time inspection and analysis platform for field quality control and application.,2008,,,,857840,conf/icira/YaoZLX08,1,0,749,0,749,4
ignacio silva-lepe|revathi subramanian|isabelle rouvellou|thomas a. mikalsen|judah diament|arun iyengar,,"soalive service catalog: a simplified approach to describing, discovering and composing situational enterprise services.",2008,,,,431249,conf/icsoc/Silva-LepeSRMDI08,1,0,5,0,5,4
kohei hosokawa|katsunori tanaka|yuichi nakamura,,efficient memory utilization for high-speed fpga-based hardware emulators with sdrams.,2007,,,,2008153,journals/ieicet/HosokawaTN07,1,34,5,34,5,4
khalil ghorbal|eric goubault|sylvie putot,,a logical product approach to zonotope intersection.,2010,,,,93779,conf/cav/GhorbalGP10,1,0,492,0,492,4
rosaria lombardo|jacqueline j. meulman,,multiple correspondence analysis via polynomial transformations of ordered categorical variables.,2010,,,,2396968,journals/classification/LombardoM10,3,0,5,0,0,4
david l. olson|helen m. moshkovich|alexander i. mechitov,,an experiment with fuzzy sets in data mining.,2007,,,,330235,conf/iccS/OlsonMM07,4,0,5,0,5,4
henning u. voss|bruce d. mccandliss|jamshid ghajar|minah suh,,a quantitative synchronization model for smooth pursuit target tracking.,2007,,,,1837754,journals/bc/VossMGS07,3,254,5,254,5,4
allen y. yang|john wright|yi ma|shankar s. sastry,,unsupervised segmentation of natural images via lossy data compression.,2008,,,,1936066,journals/cviu/YangWMS08,6,296,5,296,5,4
sajjad baloch|rupen melkisetoglu|simon flöry|sergei azernikov|greg g. slabaugh|alexander zouhar|tong fang,,automatic detection of anatomical features on 3d ear impressions for canonical representation.,2010,,,,585317,conf/miccai/BalochMFASZF10,1,0,709,0,709,4
andrea gozzi|massimo paolucci 0002|antonio boccalatte,,a multi-agent approach to support dynamic scheduling decisions.,2002,,,,506737,conf/iscc/GozziPB02,4,0,257,0,257,4
anita petrinjak|renée elio,,"understanding ""not-understood"": towards an ontology of error conditions for agent communication.",2003,,,,36508,conf/ai/PetrinjakE03,3,0,5,0,5,4
scott f. smith 0002|james f. frenzel,,bioinformatic searches using a single-chip shared-memory multiprocessor.,2006,,,,1986855,journals/fgcs/SmithF06,3,203,713,203,713,4
pawel terlecki|krzysztof walczak 0002,,efficient discovery of top-k minimal jumping emerging patterns.,2008,,,,657530,conf/rsctc/TerleckiW08,1,0,714,0,714,4
jorge lobo 0002|jorge dias,,vision and inertial sensor cooperation using gravity as a vertical reference.,2003,,,,2174328,journals/pami/LoboD03,3,326,715,326,715,4
yoon-shik tae|jeong woo son|mi-hwa kong|jun-seok lee|seong-bae park|sang-jo lee,,a hybrid approach to error reduction of support vector machines in document classification.,2006,,,,536464,conf/itng/TaeSKLPL06,4,0,321,0,321,4
kyohong jin|hesiri weerasinghe|huirong fu,,enhancement of ieee 802.11 modules in ns-2 and performance evaluation with error rate.,2010,,,,852842,conf/springsim/JinWF10,1,0,5,0,5,4
zoltán herczeg|daniel schmidt 0001|ákos kiss|norbert wehn|tibor gyimóthy,,energy simulation of embedded xscale systems with xeemu.,2009,,,,2373958,journals/jec/HerczegSKWG09,3,640,5,640,5,4
ivan delchev|andreas birk 0002,,vectorization of grid maps by an evolutionary algorithm.,2006,,,,656802,conf/robocup/DelchevB06,1,0,668,0,668,4
dirk ziegenbein|peter braun 0003|ulrich freund|andreas bauer 0002|jan romberg|bernhard schätz,,automode - model-based development of automotive software.,2005,,,,168443,conf/date/ZiegenbeinBFBRS05,4,0,119,0,119,4
oscar mondragon|ann q. gates|steve roach,,prospec: support for elicitation and formal specification of software properties.,2003,,,,1973743,journals/entcs/MondragonGR03,3,126,5,126,5,4
robert p. colwell|robert p. nix|john j. o'donnell|david b. papworth|paul k. rodman,,a vliw architecture for a trace scheduling compiler.,1987,,,,62600,conf/asplos/ColwellNOPR87,1,0,1542,0,1542,4
ronald d. armstrong|david s. kung 0002,,a dual method for discrete chebychev curve fitting.,1978,,,,25557,conf/acm/ArmstrongK78,4,0,5,0,5,4
paul brasnett|lyudmila mihaylova|david r. bull|cedric nishan canagarajah,,sequential monte carlo tracking by fusing multiple cues in video sequences.,2007,,,,2073189,journals/ivc/BrasnettMBC07,3,170,374,170,374,4
ananda swarup das|jitu kumar keshri|kannan srinathan|vaibhav srivastava,,privacy preserving shortest path computation in presence of convex polygonal obstacles.,2008,,,,8787,conf/IEEEares/DasKSS08,1,0,2052,0,2052,4
feng wang|qilong zheng|hong an|guoliang chen,,a parallel and distributed debugger implemented with java.,1999,,,,801118,conf/tools/WangZAC99,1,0,2292,0,2292,4
yuefeng zhang|dhaval sheth,,mining software repositories for model-driven development.,2006,,,,2219410,journals/software/ZhangS06,3,0,5,0,5,4
david r. musicant|amruth n. kumar|doug baldwin|ellen walker,,mechanics of undergraduate research at liberal arts colleges: lessons learned.,2007,,,,692873,conf/sigcse/MusicantKBW07,3,0,574,0,574,4
elsa d. angelini|andrew laine|shin takuma|jeffrey w. holmes|shunichi homma,,lv volume quantification via spatio-temporal analysis of real-time 3d echocardiography.,2001,,,,2267604,journals/tmi/AngeliniLTHH01,1,137,5,137,0,4
jianxiong luo|susan bridges,,mining fuzzy association rules and fuzzy frequency episodes for intrusion detection.,2000,,,,2029877,journals/ijis/LuoB00,3,229,5,229,5,4
katarzyna keahey|patricia k. fasel|susan m. mniszewski,,paws: collective interactions and data transfers.,2001,,,,299303,conf/hpdc/KeaheyFM01,1,0,317,0,317,4
mary r. thompson|abdelilah essiari|katarzyna keahey|von welch|sam lang|b. liu,,fine-grained authorization for job and resource management using akenti and the globus toolkit,2003,,,,1906522,journals/corr/cs-DC-0306070,3,5,5,5,5,4
albrecht schmidt 0002|martin l. kersten|menzo windhouwer|florian waas,,efficient relational storage and retrieval of xml documents.,2000,,,,766061,conf/webdb/SchmidtKWW00a,1,0,743,0,743,4
jun sun 0007|eytan modiano,,capacity provisioning and failure recovery in mesh-torus networks with application to satellite constellations.,2002,,,,507344,conf/iscc/SunM02,1,0,257,0,257,4
sonya marcarelli|emilio pasquale mancini|umberto villano,,"computational experience with branch, cut and price algorithms in grid environments.",2006,,,,522423,conf/ispa/MarcarelliMV06,1,0,5,0,5,4
daniel r. jeske|behrokh samadi|pengyue j. lin|lan ye|sean cox|rui xiao|ted younglove|minh ly|douglas holt|ryan rich,,generation of synthetic data sets for evaluating the accuracy of knowledge discovery systems.,2005,,,,554778,conf/kdd/JeskeSLYCXYLHR05,1,0,280,0,280,4
kangyu pan|anil c. kokaram|jens hillebrand|mani ramaswami,,gaussian mixture models for spots in microscopy using a new split/merge em algorithm.,2010,,,,382580,conf/icip/PanKHR10,1,0,5,0,5,4
maría josé pérez-luque|thomas d. c. little,,a temporal reference framework for multimedia synchronization.,1996,,,,2125314,journals/jsac/Perez-LuqueL96,3,47,5,47,5,4
alwyn roshan pais|john d'souza|ram mohana reddy|sandip patil,,super resolution of video with sharpened edges using multiple frames -- a novel approach.,2009,,,,893065,conf/artcom/PaisDRP09,1,0,752,0,752,4
bin zhou 0002|daxin jiang|jian pei|hang li,,olap on search logs: an infrastructure supporting data-driven applications in search engines.,2009,,,,555932,conf/kdd/ZhouJPL09,1,0,280,0,280,4
marzio pennisi|francesco pappalardo|alfredo motta|alessandro cincotti,,a genetic algorithm for shortest path motion problem in three dimensions.,2007,,,,367523,conf/icic/PennisiPMC07,1,0,72,0,72,4
andrea lodi 0002|claudio mucci|massimo bocchi|andrea cappelli|mario de dominicis|luca ciccarelli,,a multi-context pipelined array for embedded systems.,2006,,,,251822,conf/fpl/LodiMBCDC06,1,0,5,0,5,4
abdallah a. abdel-ghaly|p. y. chan 0002|bev littlewood,,evaluation of competing software reliability predictions.,1986,,,,2282298,journals/tse/Abdel-GhalyCL86,3,29,5,29,5,4
bret hull|vladimir bychkovsky|yang zhang|kevin chen|michel goraczko|allen miu|eugene shih|hari balakrishnan|samuel madden,,cartel: a distributed mobile sensor computing system.,2006,,,,684748,conf/sensys/HullBZCGMSBM06,1,0,759,0,759,4
brian fitzgerald,,formalized systems development methodologies: a critical perspective.,1996,,,,2069056,journals/isj/Fitzgerald96,1,74,5,74,0,4
malay bhattacharyya 0002|abhishek chaudhary|gaurav yadav,,conditional var estimation using pearson's type iv distribution.,2008,,,,2329413,journals/eor/BhattacharyyaCY08,1,63,5,63,5,4
frauke driewer|herbert baier|klaus schilling,,robot-human rescue teams: a user requirements analysis.,2005,,,,1832440,journals/ar/DriewerBS05,3,139,5,139,5,4
min wu|robert a. joyce|sun-yuan kung,,dynamic resource allocation via video content and short-term traffic statistics.,2000,,,,376729,conf/icip/WuJK00,1,0,763,0,763,4
donglin liang|kai xu 0002,,debugging object-oriented programs with behavior views.,2005,,,,19271,conf/aadebug/LiangX05,1,0,2297,0,2297,4
lei li|zheng cao|mingyu chen|jianping fan 0002,,design and evaluation of optical bus in high performance computer.,2008,,,,869051,conf/icycs/LiCCF08,1,0,99,0,99,4
peter willett 0002|vivienne winterman|david bawden,,implementation of nearest-neighbor searching in an online chemical structure search system.,1986,,,,2097440,journals/jcisd/WillettWB86,3,26,5,26,5,4
my t. thai|feng wang 0002|david hongwei du|xiaohua jia,,coverage problems in wireless sensor networks: designs and analysis.,2008,,,,2344873,journals/ijsnet/ThaiWDJ08,3,334,5,334,0,4
herman p. hoplin|stephen j. erdman,,expert systems: an expanded field of vision for business.,1990,,,,689514,conf/sigbdp/HoplinE90,1,0,2299,0,2299,4
bin han 0002|serguei a. mokhov|joey paquet,,advances in the design and implementation of a multi-tier architecture in the gipsy environment,2009,,,,1920352,journals/corr/abs-0906-4837,3,5,5,5,5,4
annamalai annamalai|chinthananda tellambura|vijay k. bhargava,,a general method for calculating error probabilities over fading channels.,2005,,,,2235737,journals/tcom/AnnamalaiTB05,3,39,5,39,5,4
sijun lu|jian zhang 0002|david feng,,an efficient method for detecting ghost and left objects in surveillance video.,2007,,,,72277,conf/avss/LuZF07,1,0,1894,0,1894,4
lap keung szeto|alan wee-chung liew|hong yan|sy-sen tang,,gene expression data clustering and visualization based on a binary hierarchical clustering framework.,2003,,,,2293901,journals/vlc/SzetoLYT03,1,163,5,163,5,4
t. adachi|m. tanno|tsuneta sudo,,"software environment for 500 mhz vlsi test system ""ultimate"".",1988,,,,532242,conf/itc/AdachiTS88,1,0,439,0,439,4
jiye han|jianjun wen|guochuan zhang,,a new approximation algorithm for uet-scheduling with chain-type precedence constraints.,1998,,,,1901518,journals/cor/JiyeJG98,3,66,5,66,5,4
rui liao|yunhao tan|hari sundar|marcus pfister|ali kamen,,an efficient graph-based deformable 2d/3d registration algorithm with applications for abdominal aortic aneurysm interventions.,2010,,,,581427,conf/miar/LiaoTSPK10,3,0,382,0,382,4
ray a. kamin iii|george b. adams iii|pradeep k. dubey,,dynamic trace analysis for analytic modeling of suberscalar performance.,1994,,,,2178041,journals/pe/KaminAD94,3,35,5,35,5,4
jiejie zhu|liang wang 0002|jizhou gao|ruigang yang,,spatial-temporal fusion for high accuracy depth maps using dynamic mrfs.,2010,,,,2174819,journals/pami/ZhuWGY10,3,326,5,326,0,4
jong-ho kim|byoung-doo kang|jae-seong eom|chulsoo kim|sang-ho ahn|bum-joo shin|sang-kyoon kim,,real-time face tracking system using adaptive face detector and kalman filter.,2007,,,,282631,conf/hci/KimKEKASK07,1,0,446,0,446,4
ewen denney|bernd fischer 0002,,annotation inference for safety certification of automatically generated code (extended abstract).,2006,,,,553084,conf/kbse/DenneyF06,1,0,431,0,431,4
mihaela scuturici|jérémy clech|djamel a. zighed,,topological query in image databases.,2003,,,,109331,conf/ciarp/ScuturiciCZ03,1,0,1438,0,1438,4
amit p. sawant|christopher g. healey|dongfeng chen|rada chirkova,,amazonviz: visualizing amazon.com purchase orders.,2009,,,,1931165,journals/crossroads/SawantHCC09,3,642,5,642,0,4
martin hofmann 0007,,spatial data mining mit dem db2 intelligent miner.,2006,,,,475954,conf/informatiktage/Hofmann06,1,0,2160,0,2160,4
howard jay siegel|tracy d. braun|henry g. dietz|mark bernd kulaczewski|muthucumaru maheswaran|pierre h. pero|janet m. siegel|john john e. so|min tan 0002|mitchell d. theys|lee wang,,the pasm project: a study of reconfigurable parallel computing.,1996,,,,523281,conf/ispan/SiegelBDKMPSSTTW96,1,0,789,0,789,4
hyeakyeong kim|jaekyeong kim,,a user-oriented contents recommendation system in peer-to-peer architecture.,2004,,,,355922,conf/iceb/KimK04a,1,0,5,0,5,4
firas swidan|michal ziv-ukelson|ron y. pinter,,on the repeat-annotated phylogenetic tree reconstruction problem.,2006,,,,2090515,journals/jcb/SwidanZP06,3,81,5,81,0,4
ming-dou ker|jung-sheng chen|ching-yun chu,,a cmos bandgap reference circuit for sub-1-v operation without using extra low-threshold-voltage device.,2005,,,,2012970,journals/ieicet/KerCC05,1,34,5,34,5,4
ping zhang 0002|robert i. benjamin,,understanding information related fields: a conceptual framework.,2007,,,,2084152,journals/jasis/ZhangB07,3,355,5,355,5,4
günther rackl|filippo de stefani|francois héran|antonello pasquarelli|thomas ludwig 0002,,airport simulation using corba and dis.,2000,,,,1987284,journals/fgcs/RacklSHPL00,3,203,5,203,5,4
ewout vansteenkiste|abram schoutteet|sidharta gautama|wilfried philips,,comparing color and textural information in very high resolution satellite image classification.,2004,,,,376365,conf/icip/VansteenkisteSGP04,1,0,5,0,5,4
richard bland|james r. cowie|tom kane|charles rattray|ian wilson,,using a prolog engine to integrate multiple knowledge sources: the kcm/help-desk project.,1991,,,,457051,conf/ijcai/BlandCKRW91,1,0,805,0,805,4
jin yuan|xiangdong zhou|hongtao xu|mei wang|wei wang 0009,,a novel active learning approach for svm based web image retrieval.,2007,,,,623518,conf/pcm/YuanZXWW07,1,0,1207,0,1207,4
zonghuang yang|yoshifumi nishio|akio ushida,,characteristic of mutually coupled two-layer cnn and its stability.,2003,,,,2100126,journals/jcsc/YangNU03,3,255,5,255,5,4
marcos a. simplício jr.|paulo s. l. m. barreto|tereza cristina m. b. carvalho|cintia b. margi|mats näslund,,the curupira-2 block cipher for constrained platforms: specification and benchmarking.,2008,,,,221849,conf/esorics/SimplicioBCMN08,1,0,807,0,807,4
torsten braun|li ru|günther stattenberger,,an aaa architecture extension for providing differentiated services to mobile ip users.,2001,,,,506541,conf/iscc/BraunRS01,1,0,808,0,808,4
george r. ribeiro-justo|virginia c. carneiro de paula|p. r. f. cunha,,formal specification of evolving distributed software architectures.,1998,,,,178893,conf/dexaw/Ribeiro-JustoPC98,4,0,5,0,0,4
hui lin 0002|jun zhu|jianhua gong|bingli xu|hua qi,,a grid-based collaborative virtual geographic environment for the planning of silt dam systems.,2010,,,,1996318,journals/gis/LinZGXQ10,1,591,5,591,5,4
ernst georg haffner|uwe roth|andreas heuer 0002|thomas engel|christoph meinel,,what do hyperlink-proposals and request-prediction have in common?,2000,,,,32347,conf/advis/HaffnerRHEM00,1,0,36,0,36,4
fuat akal|can türker|hans-jörg schek|yuri breitbart|torsten grabs|lourens veen,,fine-grained replication and scheduling with freshness and correctness guarantees.,2005,,,,751802,conf/vldb/AkalTSBGV05,1,0,5,0,5,4
jesper højvang jensen|mads græsbøll christensen|daniel p. w. ellis|søren holdt jensen,,a tempo-insensitive distance measure for cover song identification based on chroma features.,2008,,,,898283,conf/icassp/JensenCEJ08,6,0,5,0,0,4
yong gao 0002|yangsheng wang|xuetao feng|xiaoxu zhou,,face recognition using most discriminative local and global features.,2006,,,,409036,conf/icpr/GaoWFZ06,1,0,312,0,312,4
h. altay güvenir|murat perit çakir,,voting features based classifier with feature construction and its application to predicting financial distress.,2010,,,,1981264,journals/eswa/GuvenirC10,1,0,5,0,5,4
chen li|jia li|qi zhong,,raccoon: a peer-based system for data integration and sharing.,2004,,,,351597,conf/icde/LiLZ04,4,0,173,0,173,4
chong wang|jingshan li,,approximate analysis of reentrant lines with bernoulli reliability model.,2010,,,,2397523,journals/tase/WangL10,6,552,5,552,5,4
magnus axholt|stephen peterson|stephen r. ellis,,user boresight calibration precision for large-format head-up displays.,2008,,,,759026,conf/vrst/AxholtPE08,1,0,582,0,582,4
james s. plank|scott atchley|ying ding 0002|micah beck,,"algorithms for high performance, wide-area distributed file downloads.",2003,,,,2179467,journals/ppl/PlankADB03,3,282,5,282,0,4
mario döller|florian stegmaier|harald kosch|rubén tous|jaime delgado,,standardized interoperable image retrieval.,2010,,,,667121,conf/sac/DollerSKTD10,1,0,25,0,25,4
yukiyoshi kameyama,,a type-free theory of half-monotone inductive definitions.,1995,,,,2027480,journals/ijfcs/Kameyama95,3,0,5,0,5,4
hilda ho|kyongho min|wai-kiang yeap,,pronominal anaphora resolution using a shallow meaning representation of sentences.,2004,,,,645821,conf/pricai/HoMY04,1,0,5,0,5,4
juliette blanchet|florence forbes|cordelia schmid,,modèles markoviens pour l'organisation spatiale de descripteurs d'images.,2005,,,,100694,conf/cfap/BlanchetFS05,4,0,1783,0,1783,4
kwok-bun yue|wei ding 0003,,design and evolution of an undergraduate course on web application development.,2004,,,,822659,conf/iticse/YueD04,1,0,850,0,850,4
john d. carter|william b. gardner|gary gréwal,,the pilot library for novice mpi programmers.,2010,,,,642600,conf/ppopp/CarterGG10,4,0,2315,0,2315,4
tomasz f. stepinski|josue salazar|wei ding 0003,,discovering spatio-social motifs of electoral support using discriminative pattern mining.,2010,,,,907368,conf/comgeo/StepinskiSD10,4,0,2316,0,2316,4
stephen g. powell|kenneth r. baker|barry lawson 0002,,a critical review of the literature on spreadsheet errors.,2008,,,,1961278,journals/dss/PowellBL08,3,72,5,72,5,4
byung-heon kang|jun-cheol jeon|kee-young yoo,,evolutionary algorithms for group/non-group decision in periodic boundary ca.,2006,,,,397184,conf/icnc/KangJY06,1,0,1014,0,1014,4
masayuki kitamura|yutaka ando|nobuhiro tsukamoto|eiichi kohda|atsushi kubo|toshikazu sakano|tatsuya fujii|isao furukawa|sadayasu ono,,radiation consultation system using high-resolution crt and video-conference device.,2001,,,,89564,conf/cars/KitamuraATKKSFFO01,1,0,824,0,824,4
chenxi shao|xiaoxu he|songtao tong|huiling dou|ming yang|zicai wang,,optimization for nonlinear time series and forecast for sleep.,2010,,,,825516,conf/lsms/ShaoHTDYW10,1,0,151,0,151,4
tony lindgren|henrik boström,,resolving rule conflicts with double induction.,2004,,,,2005358,journals/ida/LindgrenB04,3,413,5,413,5,4
ignacio j. ramírez-rosado|eduardo garcía-garrido,,impacts of dispersed generation and energy storage systems in electric distribution networks expansion.,2003,,,,581531,conf/mic/Ramirez-RosadoG03,1,0,2318,0,2318,4
ximing hu|xingming zhang 0002|binqiang wang|zhengrong zhao,,scheduling multicast traffic in a combined input separate output queued switch.,2005,,,,609484,conf/npc/HuZWZ05,1,0,528,0,528,4
panagiotis trahanias|konstantinos stathatos|fotios stamatelopoulos|emmanuel skordalakis,,morphological hand-printed character recognition by a skeleton-matching algorithm.,1993,,,,2415072,journals/jei/TrahaniasSSS93,3,124,5,124,0,4
andrea lodi 0002|luca ciccarelli|andrea cappelli|fabio campi|mario toma,,decoder-based multi-context interconnect architecture.,2003,,,,530862,conf/isvlsi/LodiCCCT03,4,0,360,0,360,4
reinhard keil|jonas schulte|ingo döpke,,security management for flexibility in virtual knowledge spaces.,2009,,,,909877,conf/ncm/KeilSD09,1,0,5,0,0,4
isabelle laroche|sébastien roy 0002,,an efficient vlsi architecture of a layered space-time receiver.,2007,,,,805710,conf/vtc/LaRocheR07,1,0,5,0,5,4
donghai guan|weiwei yuan|seong jin cho|andrey gavrilov|young-koo lee|sungyoung lee,,devising a context selection-based reasoning engine for context-aware ubiquitous computing middleware.,2007,,,,743113,conf/uic/GuanYCGLL07,1,0,1271,0,1271,4
nuno dias|marcelino b. santos|floriberto lima|beatriz borges|júlio paisana,,monolithic multi-mode dc-dc converter with gate voltage optimization.,2008,,,,622240,conf/patmos/DiasSLBP08,1,0,703,0,703,4
christian esposito|domenico cotroneo|aniruddha s. gokhale,,reliable publish/subscribe middleware for time-sensitive internet-scale applications.,2009,,,,174350,conf/debs/EspositoCG09,1,0,5,0,5,4
noboru miyazaki|mikio nakano|kiyoaki aikawa,,spoken dialogue understanding using an incremental speech understanding method.,2005,,,,2200321,journals/scjapan/MiyazakiNA05,3,349,365,349,365,4
jun sun 0001|yang liu 0003|bin cheng,,model checking a model checker: a code contract combined approach.,2010,,,,362615,conf/icfem/SunLC10,1,0,834,0,834,4
gintaras palubeckis,,facet-inducing web and antiweb inequalities for the graph coloring polytope.,2010,,,,1940472,journals/dam/Palubeckis10,3,283,5,283,5,4
xufeng zhang|weiwei sun|wei wang 0009|yahui feng|baile shi,,generating incremental etl processes automatically.,2006,,,,469508,conf/imsccs/ZhangSWFS06,1,0,774,0,774,4
olivier roux|vlad rusu,,uniformity for the decidability of hybrid automata.,1996,,,,670654,conf/sas/RouxR96,1,0,903,0,903,4
xin dong|alon y. halevy|jayant madhavan|ema nemes|jun zhang,,simlarity search for web services.,2004,,,,752351,conf/vldb/DongHMNZ04,1,0,139,0,139,4
peter michael goebel|ahmed nabil belbachir|michael truppe,,a study on the influence of image dynamics and noise on the jpeg 2000 compression performance for medical images.,2006,,,,197849,conf/eccv/GoebelBT06,1,0,2319,0,2319,4
v. s. anil kumar|madhav v. marathe|srinivasan parthasarathy 0002|aravind srinivasan|sibylle zust,,provable algorithms for parallel generalized sweep scheduling.,2006,,,,2122295,journals/jpdc/KumarMPSZ06,1,157,5,157,5,4
eric a. wernert|jagannathan lakshmipathy,,pvin: a scalable and flexible system for visualizing pedigree databases.,2005,,,,665489,conf/sac/WernertL05,1,0,847,0,847,4
fabio campi|andrea cappelli|roberto guerrieri|andrea lodi 0002|mario toma|alberto la rosa|luciano lavagno|claudio passerone|roberto canegallo,,a reconfigurable processor architecture and software development environment for embedded systems.,2003,,,,481227,conf/ipps/CampiCGLTRLPC03,1,0,29,0,29,4
angel fernando kuri morales,,pattern recognition via vasconcelos' genetic algorithm.,2004,,,,109149,conf/ciarp/Morales04,3,0,5,0,0,4
wenbin chen 0002|jiangtao meng,,an improved lower bound for approximating shortest integer relation in linfinity norm (sirinfinity).,2007,,,,2058136,journals/ipl/ChenM07,3,95,5,95,5,4
simon harper|robert stevens|carole a. goble,,towel: real world mobility on the web.,1999,,,,85142,conf/cadui/HarperSG99,1,0,855,0,855,4
peter terwiesch|erich scheiben|anders jenry petersen|thomas keller 0003,,a digital real-time simulator for rail-vehicle control system testing.,1997,,,,302662,conf/hybrid/TerwieschSPK97,1,0,5,0,5,4
jing-pei wang|shui-fa sun|ming jiang|dan-gui xie|bang-jun lei,,anti-protocol attacks digital watermarking based on media-hash and svd.,2009,,,,848622,conf/IEEEias/WangSJXL09,1,0,858,0,858,4
ming jiang|yiming yuan,,a simple variable integral gain pi controller for a single-phase inverter.,2010,,,,256334,conf/fskd/JiangY10,1,0,470,0,470,4
jon barwise|johan van benthem,,"interpolation, preservation, and pebble games.",1999,,,,2132641,journals/jsyml/BarwiseB99,1,155,5,155,5,4
