pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
eric eaton|marie desjardins|john stevenson,using multiresolution learning for transfer in image classification.,2007,18115,conf/aaai/EatondS07,,,,,,inproceedings
zouheir trabelsi|wassim el-hajj,preventing arp attacks using a fuzzy-based stateful arp cache.,2007,325171,conf/icc/TrabelsiE07,,,,,,inproceedings
xi li|zhongfei zhang|yanguo wang|weiming hu,multiclass spectral clustering based on discriminant analysis.,2008,412677,conf/icpr/LiZWH08,,,icpr,algorithms in bioinformatics,,inproceedings
junsang cho|sukhee cho|namho hur|hyuk lee|jechang jeong,effective multiview video coding using a scalable depth map.,2008,796441,conf/cimca/ChoCHLJ08,,,cimca/iawtic/ise,operational research,,inproceedings
nazar m. zaki|safaai deris,combining three scoring algorithms for representing protein sequence.,2005,311773,conf/icai/ZakiD05,,,ic ai,medical image computing and computer assisted intervention,,phdthesis
yu david liu|xiaoqi lu|scott f. smith,coqa: concurrent objects with quantized atomicity.,2008,95530,conf/cc/LiuLS08,,,cc,international workshop on groupware,,inproceedings
mingsong lv|nan guan|yi zhang|rui chen|qingxu deng|ge yu|wang yi,wcet analysis of the mc/os-ii real-time kernel.,2009,854337,conf/cse/LvGZCDYY09,,,,,,inproceedings
philip o'brien|tony abou-assaleh|tapajyoti das|weizheng gao|yingbo miao|zhen zhen,a link-based ranking scheme for focused search.,2007,789230,conf/www/OBrienADGMZ07,,,www,international conference on conceptual structures,,inproceedings
josé miguel montañana|jose flich|antonio robles|pedro lópez|josé duato,a transition-based fault-tolerant routing methodology for infiniband networks.,2004,482960,conf/ipps/MontananaFRLD04,,,ipdps,international conference on interaction sciences,,inproceedings
jose flich|pedro lópez|manuel p. malumbres|josé duato,improving the performance of regular networks with source routing.,2000,404944,conf/icpp/FlichLMD00,,,icpp,international conference on engineering of complex computer systems,,inproceedings
dan e. dudgeon,atr performance modeling and estimation.,2000,2321059,journals/dsp/Dudgeon00,,,,,,article
vladimir ryabov|seppo puuronen,estimation of uncertain relations between indeterminate temporal points.,2000,32487,conf/advis/RyabovP00,,,advis,international joint conference on artificial intelligence,,article
w. scott spangler|ying chen|larry proctor|ana lelescu|amit behal|bin he|thomas d. griffin|anna liu|brad wade|trevor davis,cobra - mining web for corporate brand and reputation analysis.,2007,767015,conf/webi/SpanglerCPLBHGLWD07,,,web intelligence,vision modeling and visualization,,inproceedings
a. wayne wymore,"synergy: the design of a systems engineering system, i.",1994,225302,conf/eurocast/Wymore94,,,,,,inproceedings
jienan ding|kai xu 0005|roger e. goldman|peter k. allen|dennis l. fowler|nabil simaan,"design, simulation and evaluation of kinematic alternatives for insertable robotic effectors platforms in single port access surgery.",2010,424066,conf/icra/DingXGAFS10,,,apweb,international symposium on memory management,,inproceedings
charles semple|mike a. steel,a characterization for a set of partial partitions to define an x-tree.,2002,1950647,journals/dm/SempleS02,discrete mathematics,journal of information & knowledge management,,,,incollection
yossi bukchin|ithai rabinowitch,a branch-and-bound based solution approach for the mixed-model assembly line-balancing problem for minimizing stations and task duplication costs.,2006,2326064,journals/eor/BukchinR06,european journal of operational research,journal of communications,,,,incollection
albrecht beutelspacher|michael gundlach,möglichkeiten des einsatzes einer chipkarte zur realisierung von sicherungsfunktionen an büroarbeitsplätzen.,1987,268383,conf/gi/BeutelspacherG87,,,,,,inproceedings
manfred reichert|stefanie rinderle|ulrich kreher|hilmar acker|markus lauer|peter dadam,adept next generation process management technology.,2006,88028,conf/caise/ReichertRKALD06,,,,,,article
chen feng|guangrong ji|wencang zhao|rui nian,the prediction of the financial time series based on correlation dimension.,2005,397034,conf/icnc/FengJZN05,,,icic (1),symposium on access control models and technologies,,inproceedings
jean marc kelif,virtual mimo network a physical wireless analysis.,2010,775327,conf/wiopt/Kelif10,,,,,,inproceedings
elvira albert|miguel gómez-zamalloa|laurent hubert|german puebla,verification of java bytecode using analysis and transformation of logic programs,2010,1927010,journals/corr/abs-1007-3250,corr,international journal of wireless information networks,,,,article
nikolaos h. loukas|nikos i. passas|lazaros f. merakos|iakovos s. venieris,a signaling architecture for wireless atm access networks.,2000,2297797,journals/winet/LoukasPMV00,,,,,,article
george saon|hagen soltau|upendra chaudhari|stephen m. chu|brian kingsbury|hong-kwang kuo|lidia mangu|daniel povey,the ibm 2008 gale arabic speech transcription system.,2010,901714,conf/icassp/SaonSCCKKMP10,,,icassp,international conference on image analysis and recognition,,inproceedings
hans-werner gellersen|albrecht schmidt|michael beigl,multi-sensor context-awareness in mobile devices and smart artifacts.,2002,2149793,journals/monet/GellersenSB02,monet,theory and practice of logic programming (tplp),,,,article
ebrahim a. gharavol|ying-chang liang|koenraad mouthaan,robust cooperative nonlinear transceiver design in multi-party mimo cognitive radio networks with stochastic channel uncertainty.,2010,810198,conf/vtc/GharavolLM10a,,,vtc fall,logic in computer science,,inproceedings
thomas ludwig,a brief overview of lilog-db.,1990,351670,conf/icde/Ludwig90,,,icde,enterprise distributed object computing conference,,phdthesis
jian huang|cong yu,prioritization of domain-specific web information extraction.,2010,19115,conf/aaai/HuangY10,,,aaai,computer algebra in scientific computing,,inproceedings
olivier clatz|ender konukoglu|pierre-yves bondiau|simon k. warfield|hervé delingette|nicholas ayache,computational brain tumours.,2007,2405317,journals/ercim/ClatzKBWDA07,,,,,,article
marianna obrist|manfred tscheligi|boris e. r. de ruyter|albrecht schmidt,contextual user experience: how to reflect it in interaction designs?,2010,108196,conf/chi/ObristTRS10,,,chi extended abstracts,international conference on biomedical engineering and informatics,,inproceedings
jatindra kumar deka|s. chaki|pallab dasgupta|p. p. chakrabarti,abstractions for model checking of event timings.,2001,500285,conf/iscas/DekaCDC01,,,iscas (5),european conference on information systems,,inproceedings
arnab sarkar|rahul nanda|sujoy ghose|p. p. chakrabarti,safe-erfair.,2010,756718,conf/vlsid/SarkarNGC10,,,vlsi design,vlsi design,,inproceedings
leonard uhr|sara jordan,the learning of parameters for generating compound characterizers for pattern recognition.,1969,460362,conf/ijcai/UhrJ69,,,ijcai,inroads (acm sigcse bulletin)|acm sigcse bulletin,,article
werner dubitzky|damian mccourt|mykola galushka|mathilde romberg|bernd schuller,grid-enabled data warehousing for molecular engineering.,2004,2175481,journals/pc/DubitzkyMGRS04,parallel computing,international journal of digital crime and forensics (ijdcf),,,,article
dan wang|jianliang xu|jiangchuan liu|feng wang,mobile filter: exploring migration of filters for error-bounded data collection in sensor networks.,2008,353058,conf/icde/WangXLW08,,,ipccc,international symposium on low power electronics and design,,inproceedings
dina q. goldin|scott a. smolka|paul c. attie|elaine l. sonderegger,"turing machines, transition systems, and interaction.",2004,1999760,journals/iandc/GoldinSAS04,inf. comput.,journal of object oriented programming (joop),,,,article
anil k. jain|anoop m. namboodiri|jayashree subrahmonia,structure in on-line documents.,2001,345408,conf/icdar/JainNS01,,,icdar,processing declarative knowledge,,inproceedings
erick galani maziero|maria lucía del rosario castro jorge|thiago alexandre salgueiro pardo,identifying multidocument relations.,2010,608278,conf/nlucs/MazieroJP10,,,,,,inproceedings
francisco sanchez-cid|antonio mana,patterns for automated management of security and dependability solutions.,2007,179434,conf/dexaw/Sanchez-CidM07,,,dexa workshops,mathematics and computers in simulation,,inproceedings
bing liu 0003|rosie jones|kristina lisa klinkner,measuring the meaning in time series clustering of text search queries.,2006,112549,conf/cikm/LiuJK06,,,sigir,requirements engineering,,inproceedings
bart de keijzer|sylvain bouveret|tomas klos|yingqian zhang,on the complexity of efficiency and envy-freeness in fair division of indivisible goods with additive preferences.,2009,887997,conf/aldt/KeijzerBKZ09,,,,,,inproceedings
h. e. bennink|hans c. van assen|geert j. streekstra|rené ter wee|jos a. e. spaan|bart m. ter haar romeny,a novel 3d multi-scale lineness filter for vessel detection.,2007,584276,conf/miccai/BenninkASWSR07,,,miccai (2),rules and rule markup languages for the semantic web,,inproceedings
murray jennex|david t. croasdell,"knowledge management, organizational memory and organizational learning cluster introduction.",2004,288246,conf/hicss/JennexC04,,,hicss,grid and cooperative computing,,inproceedings
garry patterson|terry j. anderson|fabian c. monds,a design model for multimedia computer-based training.,1993,281872,conf/hci/PattersonAM93,,,hci (2),international conference on electronic publishing,,inproceedings
hamid k. aghajan|thomas kailath,sensor array processing techniques for super resolution multi-line-fitting and straight edge detection.,1993,2250831,journals/tip/AghajanK93,,,,,,article
marcus greferath|stefan e. schmidt,linear codes and rings of matrices.,1999,19480,conf/aaecc/GreferathS99,,,,,,phdthesis
a. g. gunendran|robert i. m. young|anne-françoise cutting-decelle|jean pierre bourey,organising manufacturing information for engineering interoperability.,2007,905182,conf/iesa/GunendranYCB07,,,iesa,ieee real time systems symposium,,inproceedings
siddharth sharma|akshay atrey|saurabh jain,a novel and efficient algorithm to enhance the complexity of elliptic curve cryptography.,2009,149239,conf/csreaSAM/SharmaAJ09,,,security and management,flexible query answering systems,,phdthesis
guido van 't noordende|sílvia delgado olabarriaga|matthijs r. koot|cees t. a. m. de laat,a trusted data storage infrastructure for grid-based medical applications.,2008,97586,conf/ccgrid/NoordendeOKL08,,,ccgrid,european journal of combinatorics,,inproceedings
hongxia tong|jian cao|shensheng zhang,an agent-based approach for autonomic web service workflow model.,2009,97669,conf/ccgrid/TongCZ09,,,ccgrid,european journal of combinatorics,,inproceedings
zhongwei yin|xijuan liu|shouwei jiang,detection of salient curvature features on surfaces and their applications.,2003,747431,conf/vcip/YinLJ03,,,vcip,international symposium on parallel and distributed processing and applications,,inproceedings
hongliang bai|jun sun 0004|satoshi naoi|yutaka katsuyama|yoshinobu hotta|katsuhito fujimoto,video caption duration extraction.,2008,412734,conf/icpr/BaiSNKHF08,,,icpr,algorithms in bioinformatics,,inproceedings
mike e. davies|yonina c. eldar,rank awareness in joint sparse recovery,2010,1925191,journals/corr/abs-1004-4529,corr,international journal of wireless information networks,,,,article
drew hamilton|derek t. sanders|robert mcgraw|aaron corder|teng k. ooi,applying dodaf 2.0 modeling techniques to a real-time security analyzer.,2009,914487,conf/hsc/HamiltonSMCO09,,,,,,inproceedings
dario bottazzi|antonio corradi|rebecca montanari,context-awareness for impromptu collaboration in manets.,2005,779314,conf/wons/BottazziCM05,,,,,,phdthesis
david a. case|thomas e. cheatham iii|tom darden|holger gohlke|ray luo|kenneth m. merz jr.|alexey onufriev|carlos simmerling|bing wang|robert j. woods,the amber biomolecular simulation programs.,2005,2092433,journals/jcc/CaseCDGLMOSWW05,journal of computational chemistry,kunstliche intelligenz,,,,inproceedings
douglas eck|dan ellis|philippe hamel,workshop summary: sparse methods for music audio.,2009,394271,conf/icml/EckEH09,,,,,,article
yufei tao|george kollios|jeffrey considine|feifei li|dimitris papadias,spatio-temporal aggregation using sketches.,2004,352317,conf/icde/TaoKCLP04,,,icde,enterprise distributed object computing conference,,inproceedings
antoni burguera|yolanda gonzález cid|gabriel oliver,probabilistic sonar scan matching for robust localization.,2007,419650,conf/icra/BurgueraCO07,,,,,,inproceedings
jong shill lee|baek hwan cho|young joon chee|in-young kim|sun i. kim,a new approach for personal identification based on dvcg.,2008,2013761,journals/ieicet/LeeCCKK08,ieice transactions,international journal of algebra and computation (ijac),,,,article
simone l. moura|rafael j. n. dos santos|sean w. m. siqueira|maria helena lima baptista braz|rubens n. melo,metadata replication in e-learning using web-services and ontologies.,2004,456046,conf/iiwas/MouraSSBM04,,,iiwas,application specific systems,,inproceedings
david fernández|david larrabeiti|ana cristina bicharra garcia|arturo azcorra|luis bellido|julio berrocal,implementing the integrated services qos model with ipv6 over atm networks.,2000,478347,conf/interworking/FernandezLGABB00,,,,,,inproceedings
ilaria giannoccaro|pierpaolo pontrandolfo|barbara scozzi,a fuzzy echelon approach for inventory management in supply chains.,2003,2328537,journals/eor/GiannoccaroPS03,european journal of operational research,journal of communications,,,,inproceedings
sándor p. fekete|chris gray|alexander kroeller,evacuation of rectilinear polygons,2010,1927659,journals/corr/abs-1008-4420,,,,,,article
alexander v. evako,topological properties of the intersection graph of covers of n-dimensional surfaces.,1995,1955784,journals/dm/Evako95,discrete mathematics,journal of information & knowledge management,,,,incollection
sihem amer-yahia|alban galland|julia stoyanovich|cong yu,from del.icio.us to x.qui.site: recommendations in social tagging sites.,2008,703339,conf/sigmod/Amer-YahiaGSY08,,,sigmod conference,architektur von rechensystemen,,inproceedings
daniel h. h. ingalls,a simple technique for handling multiple polymorphism.,1986,612213,conf/oopsla/Ingalls86,,,oopsla,joint international conference and symposium on logic programming,,inproceedings
felix c. freiling|matthias majuntke|neeraj mittal,on detecting termination in the crash-recovery model.,2007,231087,conf/europar/FreilingMM07,,,gi jahrestagung (2),ieee transactions on automation science and engineering,,phdthesis
masoud daneshtalab|a. pedram|mohammad hossein neishaburi|m. riazati|ali afzali-kusha|simak mohammadi,distributing congestions in nocs through a dynamic routing algorithm based on input and output selections.,2007,756363,conf/vlsid/DaneshtalabPNRAM07,,,,,,inproceedings
francesco m. malvestuto|mauro mezzini|marina moscarini,minimal invariant sets in a vertex-weighted graph.,2006,2242635,journals/tcs/MalvestutoMM06,theor. comput. sci.,acm transactions on computation theory (toct),,,,article
matthew roach|john s. mason|li-qun xu,video genre verification using both acoustic and visual modes.,2002,11615,conf/IEEEmsp/RoachMX02,,,,,,phdthesis
khiam-boon png|xiaoming peng|hongyi fu|francois p. s. chin,two-dimensional iterative sampling frequency offset estimation for mb-ofdm system.,2006,807370,conf/vtc/PngPFC06,,,,,,inproceedings
erich christian teppan|alexander felfernig,minimization of product utility estimation errors in recommender result set evaluations.,2009,767322,conf/webi/TeppanF09,,,web intelligence,computer supported cooperative work (cscw),,inproceedings
silvia breban|julita vassileva,a coalition formation mechanism based on inter-agent trust relationships.,2002,64714,conf/atal/BrebanV02,,,aamas,international conference on data engineering,,inproceedings
maddy d. brouwer-janse|raymond w. bennett|takaya endo|floris l. van nes|hugo j. strubbe|donald r. gentner,interfaces for consumer products: how to camouflage the computer?,1992,103029,conf/chi/Brouwer-JanseBENSG92,,,,,,inproceedings
rita puzmanova,"book review: ""w-cdma mobile communication systems"" by keiji tachikawa (ed.); wiley and maruzen, 2002, 418 pages, isbn 0-470-84761-1 (us$ 89.95).",2003,1888208,journals/comcom/Puzmanova03b,computer communications,international journal of embedded systems (ijes),,,,inproceedings
rita puzmanova,"book review: ""ethernet: the definitive guide"" by charles e. spurgeon; o'reilly, 2000, 496 pages, isbn 1-56592-660-9.",2002,1888200,journals/comcom/Puzmanova02,computer communications,international journal of embedded systems (ijes),,,,article
parikshit gopalan|t. s. jayram|robert krauthgamer|ravi kumar,estimating the sortedness of a data stream.,2007,717130,conf/soda/GopalanJKK07,,,,,,inproceedings
anne bonfante|jean-yves marion,on the defence notion,2007,1914152,journals/corr/abs-0711-0692,corr,international journal of wireless information networks,,,,article
peng zhou|liwei fan|de-qun zhou,data aggregation in constructing composite indicators: a perspective of information loss.,2010,1980931,journals/eswa/ZhouFZ10,expert syst. appl.,the journal of information processing systems,,,,article
pun h. shiu|yudong tan|vincent john mooney iii,a novel parallel deadlock detection algorithm and architecture.,2001,125528,conf/codes/ShiuTM01,,,,,,inproceedings
faith ellen fich,how hard is it to take a snapshot?.,2005,717747,conf/sofsem/Fich05,,,sofsem,symposium on principles of programming languages,,inproceedings
h. saberi najafi|m. shams solary,a new algorithm for computing the inertia of eigenproblems (ax=lambda x) and (ax=lambda bx).,2008,2307311,journals/amc/NajafiS08,applied mathematics and computation,international journal on document analysis and recognition (ijdar),,,,article
bin wu|pin-han ho|kwan l. yeung|jános tapolcai|hussein t. mouftah,cfp: cooperative fast protection.,2009,475444,conf/infocom/WuHYTM09,,,infocom,international conference on weblogs and social media,,inproceedings
shiping zhu|jun tian|xiaodong shen|kamel belloulata,a new cross-diamond search algorithm for fast block motion estimation.,2009,381005,conf/icip/ZhuTSB09,,,icip,cluster computing,,incollection
stefan hauger|karen h. l. tso|lars schmidt-thieme,comparison of recommender system algorithms focusing on the new-item and user-bias problem.,2007,885702,conf/gfkl/HaugerTS07,,,sac,international conference on robotics and automation,,inproceedings
kian hsiang low|wee kheng leow|marcelo h. ang jr.,task allocation via self-organizing swarm coalitions in distributed mobile sensor network.,2004,16360,conf/aaai/LowLA04,,,,,,inproceedings
li yang|zhiqiang cao|chao zhou|min tan,observation-based multi-robot cooperative formation control.,2008,857785,conf/icira/YangCZT08,,,,,,inproceedings
brian tierney|william e. johnston|brian crowley|gary hoo|christopher x. brooks|dan gunter,the netlogger methodology for high performance distributed systems performance analysis.,1998,299511,conf/hpdc/TierneyJCHBG98,,,hpdc,international conference on principles of distributed systems,,inproceedings
jun munemori|takashi yoshino|kazutomo yunokuchi,development of an idea collecting system and the application to gungen.,2000,559058,conf/kes/MunemoriYY00,,,kes,world conference on the www and internet,,phdthesis
christian fluhr|dominique schmit|c. andrieux|ph. ortet|frédérique bisson|v. combet,crosslingual interrogation of multilingual catalogs.,1999,216270,conf/ercimdl/FluhrSAOBC99,,,amta,symposium on distributed data bases,,inproceedings
jun huh|john c. grundy|john g. hosking|karen na-liu li|robert amor,integrated data mapping for a software meta-tool.,2009,64233,conf/aswec/HuhGHLA09,,,acm southeast regional conference,international workshop on business driven it management,,inproceedings
loet leydesdorff|stephen j. bensman,classification and powerlaws: the logarithmic transformation,2009,1922270,journals/corr/abs-0911-3416,corr,international journal of wireless information networks,,,,article
oliver scheuer|bruce m. mclaren|frank loll|niels pinkwart,an analysis and feedback infrastructure for argumentation learning systems.,2009,39003,conf/aied/ScheuerMLP09,,,aied,national conference on artificial intelligence,,inproceedings
sarala arunagiri|john t. daly|patricia j. teller,modeling and analysis of checkpoint i/o operations.,2009,848401,conf/asmta/ArunagiriDT09,,,,,,inproceedings
zeshan peng|hing-fung ting,an o(n log n)-time algorithm for the maximum constrained agreement subtree problem for binary trees.,2004,489579,conf/isaac/PengT04,,,isaac,simulation und visualisierung,,inproceedings
minghao hu|wenjie yang|mingwu ren|jingyu yang,a vision based road detection algorithm.,2004,866485,conf/ram/HuYRY04,,,ram,personal wireless communications,,inproceedings
jan porekar|aljosa jerman-blazic|tomaz klobucar,towards organizational privacy patterns.,2008,810702,conf/icds/PorekarJK08,,,icds,acm sigsoft symposium on software reusability,,inproceedings
essia hamouda elhafsi|nathalie mitton|david simplot-ryl,end-to-end energy efficient geographic path discovery with guaranteed delivery in ad hoc andsensor networks.,2008,878265,conf/pimrc/ElhafsiMS08,,,,,,inproceedings
mario nemirovsky|forrest brewer|roger c. wood,disc: dynamic instruction stream computer.,1991,585677,conf/micro/NemirovskyBW91,,,,,,inproceedings
tracy d. braun|howard jay siegel|anthony a. maciejewski,"heterogeneous computing: goals, methods, and open problems.",2001,294053,conf/hipc/BraunSM01,,,hipc,international conference on service oriented computing,,phdthesis
yan li|simon chi-keung shiu|sankar k. pal|james nga-kwok liu,rough learning vector quantization case generation for cbr classifiers.,2005,657757,conf/rsfdgrc/LiSPL05,,,,,,inproceedings
liliana cucu-grosjean|joël goossens,predictability of fixed-job priority schedulers on heterogeneous multiprocessor real-time systems,2009,1921018,journals/corr/abs-0908-3519,,,,,,article
paul marshall|kate keahey|timothy freeman,elastic site: using clouds to elastically extend site resources.,2010,97756,conf/ccgrid/MarshallKF10,,,ccgrid,european journal of combinatorics,,inproceedings
shuichi ohno|masayoshi nakamoto,optimal basis for banded channel equalizers in ofdm system over doubly selective channels.,2010,900681,conf/icassp/OhnoN10,,,icassp,international conference on image analysis and recognition,,article
lynn carlson|boyan a. onyshkevych|mary ellen okurowski,corpora and data preparation.,1993,851927,conf/muc/CarlsonOO93,,,muc,design and implementation of symbolic computation systems,,inproceedings
florina m. ciorba|theodore andronikos|ioannis riakiotakis|anthony t. chronopoulos|george k. papakonstantinou,dynamic multi phase scheduling for heterogeneous clusters.,2006,484560,conf/ipps/CiorbaARCP06,,,ipdps,international conference on interaction sciences,,inproceedings
mi-ae kim|geun-sil song|won-hyung lee,a robust image authentication method surviving acceptable modifications.,2004,341398,conf/iccsa/KimSL04,,,iccsa (1),theorem proving in higher order logics,,phdthesis
victor kromer,problems of testology,2007,1912797,journals/corr/abs-0710-3447,corr,international journal of wireless information networks,,,,article
rizwan ahmad|fu-chun zheng|michael drieberg|michael fitch,analysis of enhanced relay-enabled distributed coordination function under transmission errors.,2009,809538,conf/vtc/AhmadZDF09,,,vtc fall,intelligent data engineering and automated learning,,inproceedings
arne jacobs|thorsten hermes|otthein herzog,hybrid model-based estimation of multiple non-dominant motions.,2004,159844,conf/dagm/JacobsHH04,,,dagm symposium,international conference on parallel and distributed systems,,inproceedings
arturo peralta|francisco p. romero|macario polo|josé angel olivas,an approach to software project scheduling using personal software process and soft computing techniques.,2009,312304,conf/icai/PeraltaRPO09,,,ic ai,medical image computing and computer assisted intervention,,inproceedings
fredric c. gey|hailing jiang,english-german cross-language retrieval for the girt collection - exploiting a multilingual thesaurus.,1999,738531,conf/trec/GeyJ99,,,trec,computer applications in industry and engineering,,inproceedings
jiexun li|xin li|hua su|hsinchun chen|david w. galbraith,a framework of integrating gene relations from heterogeneous data sources: an experiment on arabidopsis thaliana.,2006,1842523,journals/bioinformatics/LiLSCG06,bioinformatics,international journal of cognitive informatics and natural intelligence (ijcini),,,,incollection
jörg beringer,in context of business.,2006,71597,conf/avi/Beringer06,,,chi extended abstracts,eye tracking research & application,,phdthesis
yu zhang|eric sung|edmond c. prakash,adaptive simulation of facial expressions.,2001,388520,conf/icmcs/ZhangSP01,,,icme,international conference on tools with artificial intelligence,,inproceedings
joseph mockus|allen c. isenberg|gerald g. vander stouw,"algorithmic generation of chemical abstracts index names, 1. general design.",1981,2096213,journals/jcisd/MockusIS81,journal of chemical information and computer sciences,acm transactions on applied perception (tap),,,,article
mircea ivanescu|matei vinatoru|viorel stoian|eugen iancu,robotic arm control in fault conditions.,2000,58901,conf/asc/IvanescuVSI00,,,artificial intelligence and soft computing,embedded and ubiquitous computing,,inproceedings
j. javier samper|vicente r. tomás|eduardo carrillo|rogério patricio chagas do nascimento,visualization of ontologies to specify semantic descriptions of services.,2008,2266412,journals/tkde/SamperTCN08,ieee trans. knowl. data eng.,journal of software,,,,inproceedings
eitan sayag|amir leshem|nikolaos d. sidiropoulos,finite word length effects on transmission rate in zero forcing linear precoding for multichannel dsl,2008,1917493,journals/corr/abs-0810-1773,corr,international journal of wireless information networks,,,,inproceedings
george avdelas|tom e. simos,on variable-step methods for the numerical solution of schrödinger equation and related problems.,2001,1865347,journals/candc/AvdelasS01,computers & chemistry,acm transactions on storage,,,,article
faith ellen fich|maurice herlihy|nir shavit,on the space complexity of randomized synchronization.,1993,637266,conf/podc/FichHS92,,,podc,uncertainty in artificial intelligence,,inproceedings
robert thomson|tughrul arslan,evolvable hardware for the generation of sequential filter circuits.,2002,210807,conf/eh/ThomsonA02,,,iclp,computer architecture letters,,inproceedings
tor skeie|olav lysne|jose flich|pedro lópez|antonio robles|josé duato,lash-tor: a generic transition-oriented routing algorithm.,2004,403636,conf/icpads/SkeieLFLRD04,,,,,,inproceedings
marco di renzo|laura imbriglio|fabio graziosi|fortunato santucci,cooperative spectrum sensing over correlated log-normal sensing and reporting channels.,2009,833006,conf/globecom/RenzoIGS09,,,,,,inproceedings
yasushi kanazawa|ken-ichi kanatani,reliability of plane fitting by range sensing.,1995,416307,conf/icra/KanazawaK95,,,icra,computer algebra in scientific computing,,inproceedings
yuta nakashima|ryuki tachibana|masafumi nishimura|noboru babaguchi,estimation of recording location using audio watermarking.,2006,829454,conf/mmsec/NakashimaTNB06,,,mm&sec,international workshop on inductive logic programming,,inproceedings
hamid r. sheikh|muhammad f. sabir|alan c. bovik,a statistical evaluation of recent full reference image quality assessment algorithms.,2006,2253023,journals/tip/SheikhSB06,ieee transactions on image processing,acm transactions on reconfigurable technology and systems,,,,article
gustavo b. figueiredo|nelson l. s. da fonseca,the least reusable channel burst scheduling discipline.,2008,832115,conf/globecom/FigueiredoF08,,,globecom,computational learning theory,,inproceedings
youngshik kim|mark a. minor,kinematic motion control of wheeled mobile robots considering curvature constraints.,2008,423281,conf/icra/KimM08,,,iros,european conference on genetic programming,,inproceedings
josé luis risco-martín|david atienza|josé ignacio hidalgo|juan lanchares,design flow of dynamically-allocated data types in embedded applications based on elitist evolutionary computation optimization.,2008,189622,conf/dsd/Risco-MartinAHL08,,,,,,article
rajni jain|n. sivakumaran|t. k. radhakrishnan,design of self tuning fuzzy controllers for nonlinear systems.,2011,1982507,journals/eswa/JainSR11,expert syst. appl.,the journal of information processing systems,,,,article
ido aharon iurgel|rogério e. da silva|manuel filipe dos santos,towards virtual actors for acting out stories.,2010,208955,conf/edutainment/IurgelSS10,,,,,,inproceedings
chao-feng li|lei xu|shi-tong wang,a comparative study on improved fuzzy support vector machines and levenberg-marquardt-based bp network.,2006,366867,conf/icic/LiXW06,,,icic (1),symposium on access control models and technologies,,inproceedings
ayad aldaijy|khalid a. buragga,the effects of requirements and task uncertainty on software product quality.,2006,680841,conf/sede/AldaijyB06,,,sede,asia pacific web conference,,inproceedings
m. dennis prickett|matt page|angela e. douglas|gavin h. thomas,buchnerabase: a post-genomic resource for buchnera sp. aps.,2006,1843227,journals/bioinformatics/PrickettPDT06,,,,,,article
samuel n. kamin|baris aktemur|philip morton,source-level optimization of run-time program generators.,2005,276359,conf/gpce/KaminAM05,,,,,,inproceedings
p. katerinis,toughness of graphs and the existence of factors.,1990,1953179,journals/dm/Katerinis90,discrete mathematics,journal of information & knowledge management,,,,article
ivan herman,on the projective invariant representation of conics in computer graphics.,1989,1872303,journals/cgf/Herman89,comput. graph. forum,international journal of mobile communications (ijmc),,,,article
kim b. bruce|robert l. scot drysdale|charles kelemen|allen b. tucker,why math?,2003,1852905,journals/cacm/BruceDKT03,commun. acm,tapos   theory and practice of object systems,,,,article
xiyang liu|hehui liu|bin wang|ping chen|xiyao cai,a unified fitness function calculation rule for flag conditions to improve evolutionary testing.,2005,553333,conf/kbse/LiuLWCC05,,,ase,the vldb journal,,phdthesis
juan zapata|ramón ruiz|rafael vilar,an automatic welding defects classifier system.,2008,799070,conf/visapp/ZapataRV08,,,iwinac (2),hellenic conference on artificial intelligence,,inproceedings
balbir s. barn|philip willis,graphical interaction management.,1987,1871973,journals/cgf/BarnW87,comput. graph. forum,international journal of mobile communications (ijmc),,,,inproceedings
mohammad sameer sunhaloo|ashvin gopaul|muddun bhuruth,convergence analysis of a two-grid iteration for a compact fourth-order scheme for a model convection-diffusion problem.,2008,142768,conf/csc/SunhalooGB08,,,,,,inproceedings
emil a. stoyanov|markus alexander wischy|dieter roller,cybernetics and general systems theory (gst) principles for autonomic computing design.,2005,310088,conf/icac/StoyanovWR05,,,icac,algorithm engineering and experimentation,,inproceedings
heiner klocke|günther rau|thomas schecke,direkte manipulation durch berühreingabe bei einem anästhesie-informations- und entscheidungsunterstützungssystem.,1987,718581,conf/softerg/KlockeRS87,,,,,,inproceedings
l. willmitzer|jürgen bode|k. g. wagner,phosphorylated protamines. i. binding stoichiometry and thermal stability of complexes in dna.,1977,2158697,journals/nar/WillmitzerBW77,nucleic acids research,international journal of ad hoc and ubiquitous computing (ijahuc),,,,article
holger giese|ingolf h. krüger|kendra cooper,visual modeling for software intensive systems.,2005,750796,conf/vl/GieseKC05,,,vl/hcc,canadian conference on computer science & software engineering,,inproceedings
michael d. byrne|d. wood|piyawadee noi sukaviriya|james d. foley|david e. kieras,automating interface evaluation.,1994,103105,conf/chi/ByrneWSFK94,,,vlsi design,e voting and identity,,inproceedings
vicki w. h. lee|eric w. m. wong,a new incentive charging scheme for hybrid multimedia-on-demand systems.,2006,2011074,journals/ieicet/LeeW06a,ieice transactions,international journal of algebra and computation (ijac),,,,article
anustup choudhury|gérard g. medioni,color constancy using standard deviation of color channels.,2010,414068,conf/icpr/ChoudhuryM10,,,icpr,algorithms in bioinformatics,,inproceedings
