pauthor,ptitle,pyear,pid,pkey,journal,journalfull,booktitle,booktitlefull,journal_abbreviation,ptype
joerg zumbach|peter spraul,the role of expert and novice tutors in computer mediated and face-to-face problem-based learning.,2007,2398033,journals/rptel/ZumbachS07,research and practice in technology enhanced learning,,,,,article
vicent cholvi|ernesto jiménez|antonio fernández anta,interconnection of distributed memory models.,2009,2122585,journals/jpdc/CholviJA09,j. parallel distrib. comput.,,,,,article
harry k. h. chow|king lun choy|w. b. lee|t. c. lam,a knowledge and analytical-based intelligent system for customising logistics management.,2007,2346061,journals/ijitm/ChowCLL07,ijitm,,,,,inproceedings
fabrizio grandoni 0002|silvano chiaradonna|felicita di giandomenico|andrea bondavalli,evaluation of fault-tolerant multiprocessor systems for high assurance applications.,2001,1876038,journals/cj/GrandoniCGB01,comput. j.,,,,,inproceedings
david e. culler|seth copen goldstein|klaus e. schauser|t. voneicken,tam - a compiler controlled threaded abstract machine.,1993,2120835,journals/jpdc/CullerGSV93,j. parallel distrib. comput.,,,,,inproceedings
david bainbridge 0002,"trademark infringement, the internet and jurisdiction.",2003,2112990,journals/jilt/Bainbridge03,"journal of information, law and technology",,,,,inproceedings
hossein khosravi|ehsanollah kabir,a blackboard approach towards integrated farsi ocr system.,2009,2027125,journals/ijdar/KhosraviK09a,ijdar,,,,,article
lotfi belkoura,identifiabilty of systems described by convolution equations.,2005,2362265,journals/automatica/Belkoura05,automatica,,,,,article
ali reza mehrabian|caro lucas,a novel numerical optimization algorithm inspired from weed colonization.,2006,2392692,journals/ecoi/MehrabianL06,ecological informatics,,,,,inproceedings
thierry delaitre|m. j. zemerly|g. r. justo|o. audo|stephen c. winter,edpepps: an integrated environment for the parallel development life-cycle.,2000,1987136,journals/fgcs/DelaitreZJAW00,future generation comp. syst.,,,,,inproceedings
anand pillay|martin ziegler,on a question of herzog and rothmaler.,2004,2136261,journals/jsyml/PillayZ04,j. symb. log.,,,,,article
ryan jesse pirkl|greg durgin,optimal sliding correlator channel sounder design.,2008,2353730,journals/twc/PirklD08,ieee transactions on wireless communications,,,,,article
c. dana tomlin,propagating radial waves of travel cost in a grid.,2010,1996244,journals/gis/Tomlin10,international journal of geographical information science,,,,,article
anna m. bianchi|martin o. mendez|sergio cerutti,processing of signals recorded through smart devices: sleep-quality assessment.,2010,2263925,journals/titb/BianchiMC10,ieee transactions on information technology in biomedicine,,,,,inproceedings
mathias franzius|roland vollgraf|laurenz wiskott,from grids to places.,2007,2098659,journals/jcns/FranziusVW07,journal of computational neuroscience,,,,,incollection
daniel p. petersen|david middleton,sampling and reconstruction of wave-number-limited functions in n-dimensional euclidean spaces,1962,2000927,journals/iandc/PetersenM62,information and control,,,,,article
oliver holschke|jannis rake|philipp offermann|udo bub,improving software flexibility for business process changes.,2010,2386678,journals/bise/HolschkeROB10,business & information systems engineering,,,,,article
steven l. horowitz|theodosios pavlidis,picture segmentation by a tree traversal algorithm.,1976,2076813,journals/jacm/HorowitzP76,j. acm,,,,,article
clare a. mcgrory|d. m. titterington|r. reeves|anthony n. pettitt,variational bayes for estimating the parameters of a hidden potts model.,2009,2321399,journals/sac/McGroryTRP09,statistics and computing,,,,,article
jing feng|anja attig|michael schwarz|petra perner,incremental learning of statistical models from a temporal data stream . an mml-based appoach.,2010,2369521,journals/mldm/FengASP10,trans. mldm,,,,,article
enrique claver-cortés|patrocinio zaragoza-sáez|eva pertusa-ortega,organizational structure features supporting knowledge management processes.,2007,2400250,journals/jkm/Claver-CortesZP07,j. knowledge management,,,,,article
rianne kaptein|maarten marx,focused retrieval and result aggregation with political data.,2010,2061649,journals/ir/KapteinM10,inf. retr.,,,,,article
antonio c. caputo|luciano fratocchi|pacifico marcello pelagagge,a genetic approach for freight transportation planning.,2006,2043988,journals/imds/CaputoFP06,industrial management and data systems,,,,,incollection
fabrizio dabbene|boris t. polyak|roberto tempo,on the complete instability of interval polynomials.,2007,2408493,journals/scl/DabbenePT07,systems & control letters,,,,,article
prabir kumar biswas|jayanta mukherjee|biswanath n. chatterji,component labeling in pyramid architecture.,1993,2180025,journals/pr/BiswasMC93,pattern recognition,,,,,article
trichy m. kethara pasupathy|ravi teja seethamraju|robert g. wilhelm,evolutionary algorithm for the placement of fluid power valves on a valve stand.,2005,1983762,journals/ewc/PasupathySW05,eng. comput. (lond.),,,,,incollection
john s. nafziger|shih-cheng yen|leif h. finkel,psychophysical determination of the spatial connectivity function in a model of contour salience.,1999,2036163,journals/ijon/NafzigerYF99,neurocomputing,,,,,article
grant a. cheston|arthur m. farley|stephen t. hedetniemi|andrzej proskurowski,centering a spanning tree of a biconnected graph.,1989,2053987,journals/ipl/ChestonFHP89,inf. process. lett.,,,,,incollection
benjamin lok|richard e. ferdig|andrew raij|kyle johnsen|robert f. dickerson|jade coutts|amy o. stevens|d. scott lind,applying virtual reality in medical communication education: current findings and potential teaching and learning benefits of immersive virtual patients.,2006,2294593,journals/vr/LokFRJDCSL06,virtual reality,,,,,article
pekka pirinen|savo g. glisic,capacity losses in wireless cdma networks using imperfect decorrelating space-time rake receiver in fading multipath channel.,2006,2352956,journals/twc/PirinenG06,ieee transactions on wireless communications,,,,,article
gianni di caro|marco dorigo,antnet: distributed stigmergetic control for communications networks.,1998,2078300,journals/jair/CaroD98,j. artif. intell. res. (jair),,,,,article
peter brichzin|katharina embacher|martin hölzel|stefan hörmann,aufgabensammlungen auf dem prüfstand.,2008,2144557,journals/login/BrichzinEHH08,log in,,,,,inproceedings
shenping hu|xudong li|quangen fang|zaili yang,use of bayesian method for assessing vessel traffic risks at sea.,2008,2030739,journals/ijitdm/HuLFY08,international journal of information technology and decision making,,,,,inproceedings
max chevalier|christine julien 0002|chantal soulé-dupuy|nathalie vallès-parlangeau,usagers et recherche d'information. modélisation des usagers pour la recherche d'information adaptative.,2009,2068945,journals/isi/Chevalier0SV09,ingenierie des systemes d'information,,,,,article
hans-hermann bock|william h. e. day|fred r. mcmorris,a characterization of a family of consensus rules for committee elections.,2001,1829761,journals/appml/BockDM01,appl. math. lett.,,,,,article
luc robert,camera calibration without feature extraction.,1996,1935594,journals/cviu/Robert96,computer vision and image understanding,,,,,incollection
jacky baltes|patrick lam 0002,"design of walking gaits for tao-pie-pie, a small humanoid robot.",2004,1832099,journals/ar/BaltesL04,advanced robotics,,,,,article
nélio muniz mendes alves|sérgio de mello schneider,implementation of an embedded hardware description language using haskell.,2003,2136398,journals/jucs/AlvesS03,j. ucs,,,,,inproceedings
t. e. simos,closed newton-cotes trigonometrically-fitted formulae of high order for long-time integration of orbital problems.,2009,1831544,journals/appml/Simos09,appl. math. lett.,,,,,article
francisco ortin|benjamín lópez|j. baltasar garcía perez-schofield,separating adaptable persistence attributes through computational reflection.,2004,2218743,journals/software/OrtinLP04,ieee software,,,,,article
prabir k. biswas|jayanta mukherjee|b. n. chatterji|partha pratim chakrabarti,qualitative description of three-dimensional scenes.,1992,2039003,journals/ijprai/BiswasMCC92,ijprai,,,,,inproceedings
julienne hanson|john percival|hazel aldred|simon brownsell|mark hawley,"attitudes to telecare among older people, professional care workers and informal carers: a preventative strategy or crisis management?",2007,2291770,journals/uais/HansonPABH07,universal access in the information society,,,,,article
po-hung chen|hung-ming chen|kuo-jui hung|wen-hsien fang|mon-chau shie|feipei lai,markov model fuzzy-reasoning based algorithm for fast block motion estimation.,2006,2301730,journals/jvcir/ChenCHFSL06,j. visual communication and image representation,,,,,incollection
hartwig holzapfel|daniel neubig|alex waibel,a dialogue approach to learning object descriptions and semantic categories.,2008,2193603,journals/ras/HolzapfelNW08,robotics and autonomous systems,,,,,incollection
sarah a. bloomer|rachel croft|lloyd wright,collaborative design workshops: a case study.,1997,2050284,journals/interactions/BloomerCW97,interactions,,,,,article
yan alexander li|john k. antonio|howard jay siegel|min tan 0002|daniel w. watson,determining the execution time distribution for a data parallel program in a heterogeneous computing environment.,1997,2121474,journals/jpdc/LiASTW97,j. parallel distrib. comput.,,,,,inproceedings
kanchan g. vardhe|daryl reynolds,user cooperation in an asynchronous cellular uplink.,2007,2313158,journals/sigpro/VardheR07,signal processing,,icic (3),enterprise distributed object computing conference,,article
michael preston|peter clayton|george wells,research article: dynamic run-time application development using corba objects and xml in the field of distributed gis.,2003,1995865,journals/gis/PrestonCW03,international journal of geographical information science,,,,,article
gilles bernot|franck cassez|jean-paul comet|franck delaplace|céline müller|olivier roux,semantics of biological regulatory networks.,2007,1975096,journals/entcs/BernotCCDMR07,electr. notes theor. comput. sci.,,,,,article
anhai doan|jeffrey f. naughton|raghu ramakrishnan|akanksha baid|xiaoyong chai|fei chen 0002|ting chen|eric chu|pedro derose|byron j. gao|chaitanya gokhale|jiansheng huang|warren shen|ba-quy vuong,information extraction challenges in managing unstructured data.,2008,2211906,journals/sigmod/DoanNRBCCCCDGGHSV08,sigmod record,,,,,article
alison e. adam|helen richardson,feminist philosophy and information systems.,2001,2068249,journals/isf/AdamR01,information systems frontiers,,,,,article
claudius gläser|martin heckmann|frank joublin|christian goerick,combining auditory preprocessing and bayesian estimation for robust formant tracking.,2010,2303563,journals/taslp/GlaserHJG10,"ieee transactions on audio, speech & language processing",,,,,article
yoshiro imai|keiichi kaneko|masaki nakagawa,application of a visual computer simulator into collaborative learning.,2006,1875030,journals/cit/ImaiKN06,cit,,,,,article
jiang liu 0002|guohua wu,joining to high degrees via noncuppables.,2010,1826604,journals/aml/LiuW10,arch. math. log.,,,,,article
baomin xu|qiang gao|chunyan li,reusing single-user applications to create collaborative multi-member applications.,2009,2341813,journals/aes/XuGL09,advances in engineering software,,,,,article
franck van breugel|stephen watson,a note on hyperspaces and terminal coalgebras.,1999,1972203,journals/entcs/BreugelW99,electr. notes theor. comput. sci.,,,,,article
christian glaßer|stephen d. travers|klaus w. wagner,a reducibility that corresponds to unbalanced leaf-language classes,2005,1965400,journals/eccc/ECCC-TR05-035,electronic colloquium on computational complexity (eccc),,,,,article
martin hofmann 0002|ralf cordes|horst langendörfer,hypertext/hypermedia.,1989,2048684,journals/insk/HofmannCL89,informatik spektrum,,,,,inproceedings
terrence fong|charles e. thorpe|charles baur,"robot, asker of questions.",2003,2192588,journals/ras/FongTB03,robotics and autonomous systems,,,,,article
kebin an|qiang ni|jun sun 0005,a contrast enhancement method for compressed images.,2004,2007790,journals/ieiceee/AnNS04,ieice electronic express,,,,,article
ioannis dimitriou|christos langaris,analysis of a retrial queue with two-phase service and server vacations.,2008,2191238,journals/questa/DimitriouL08,queueing syst.,,,,,article
panagiotis xidonas|george mavrotas|john e. psarras,a multiple criteria decision-making approach for the selection of stocks.,2010,2415921,journals/jors/XidonasMP10,jors,,,,,article
colin mcdiarmid,centering sequences with bounded differences.,1997,1930695,journals/cpc/McDiarmid97,"combinatorics, probability & computing",,,,,article
marcos faúndez-zanuy|david a. elizondo|miguel angel ferrer-ballester|carlos manuel travieso-gonzález,authentication of individuals using hand geometry biometrics: a neural network approach.,2007,2168575,journals/npl/Faundez-ZanuyEFT07,neural processing letters,,,,,article
uwe m. borghoff|johann h. schlichter,on combining the knowledge of heterogeneous information repositories.,1996,2136444,journals/jucs/BorghoffS96,j. ucs,,,,,article
jeffrey h. kingston,a new proof of the garsia-wachs algorithm.,1988,2079517,journals/jal/Kingston88,j. algorithms,,,,,article
a. gunasekaran,world class manufacturing in small and medium enterprises.,2000,2343577,journals/ijmtm/Gunasekaran00,ijmtm,,,,,article
joseph laws|nathaniel bauernfeind|yang cai 0002,feature hiding in 3d human body scans.,2006,2073743,journals/ivs/LawsB006,information visualization,,,,,article
joan vila i carbó|enrique hernández-orallo,an analysis method for variable execution time tasks based on histograms.,2008,2196777,journals/rts/CarboH08,real time systems,,,,,article
modesto castrillón santana|oscar déniz-suárez|javier lorenzo-navarro|mario hernández-tejera,learning to recognize faces by successive meetings.,2006,2368706,journals/jmm2/SantanaDLH06,journal of multimedia,,,,,article
mani r. subramani|eric walden,the impact of e-commerce announcements on the market value of firms.,2001,2393152,journals/isr/SubramaniW01,information systems research,,icis,sigplan conference on programming language design and implementation,,inproceedings
flaminio squazzoni|riccardo boero,"economic performance, inter-firm relations and local institutional engineering in a computational prototype of industrial districts.",2002,2085185,journals/jasss/SquazzoniB02,j. artificial societies and social simulation,,,,,inproceedings
odysseas g. koufopavlou|constantinos e. goutis,image reconstruction on a special purpose array processor.,1992,2072158,journals/ivc/KoufopavlouG92,image vision comput.,,,,,article
alexei a. koulakov|dmitry rinberg|dmitry n. tsigankov,how to find decision makers in neural networks.,2005,1837504,journals/bc/KoulakovRT05,biological cybernetics,,,,,article
s. k. dey,large-scale nonlinear parallel computations by perturbed functional iterations.,1994,2171155,journals/paapp/Dey94,parallel algorithms appl.,,,,,article
kim b. bruce|luca cardelli|giuseppe castagna|jonathan eifrig|scott f. smith|valery trifonov|gary t. leavens|benjamin c. pierce,on binary methods.,1995,2225856,journals/tapos/BruceCCESTLP95,tapos,,oopsla,joint international conference and symposium on logic programming,,inproceedings
leonard uhr|robert douglass,a parallel-serial recognition cone system for perception: some test results.,1979,2183172,journals/pr/UhrD79,pattern recognition,,,,,article
jong dae oh|young-sic choi|rae-hong park|je woo kim|tae wan kim|hyeok koo jung,trinocular stereo sequence coding based on mpeg-2.,2005,2247171,journals/tcsv/OhCPKKJ05,ieee trans. circuits syst. video techn.,,,,,article
jakayla r. robbins,enumerating orientations of the free spikes.,2007,1970097,journals/ejc/Robbins07,eur. j. comb.,,,,,article
david binkley|liz burd|mark harman|paolo tonella,introduction.,2004,2223607,journals/sqj/BinkleyBHT04,software quality journal,,,,,inproceedings
sharon flank,multimedia technology in context.,2002,2006171,journals/ieeemm/Flank02,ieee multimedia,,,,,article
volker hilt|markus hofmann,approaches to implementing services in sip networks.,2004,1839340,journals/bell/HiltH04,bell labs technical journal,,,,,article
cong yu 0002|zhihong yao,xml-based dicom data format.,2010,2337365,journals/jdi/YuY10,j. digital imaging,,,,,incollection
jacob w. crandall|michael a. goodrich|dan r. olsen|curtis w. nielsen,validating human-robot interaction schemes in multitasking environments.,2005,2286165,journals/tsmc/CrandallGON05,"ieee transactions on systems, man, and cybernetics, part a",,,,,article
rafael ramirez|alfonso perez|stefan kersten|david rizo|placido roman|josé manuel iñesta quereda,modeling violin performances using inductive logic programming.,2010,2005637,journals/ida/RamirezPKRRQ10,intell. data anal.,,,,,inproceedings
fergal mccaffery|alec dorling,medi spice development.,2010,2216318,journals/smr/CafferyD10,journal of software maintenance,,,,,article
andrzej drygajlo|plamen j. prodanov|guy ramel|mathieu meisser|roland siegwart,on developing a voice-enabled interface for interactive tour-guide robots.,2003,1832149,journals/ar/DrygajloPRMS03,advanced robotics,,,,,article
nikzad babaii rizvandi|abdolreza nabavi|shaahin hessabi,an accurate fir approximation of ideal fractional delay filter with complex coefficients in hilbert space.,2005,2100090,journals/jcsc/RizvandiNH05,"journal of circuits, systems, and computers",,,,,article
christophe nicolle|kokou yétongnon|jean-claude simon,xml integration and toolkit for b2b applications.,2003,2109633,journals/jdm/NicolleYS03,j. database manag.,,,,,article
hanny yulius limanto|tay joc cing|andrew watkins,an immune systems approach for classifying mobile phone usage.,2007,2386755,journals/jdwm/LimantoCW07,ijdwm,,,,,article
nancie davidson|fergus r. mcinnes|mervyn a. jack,usability of dialogue design strategies for automated surname capture.,2004,2300284,journals/speech/DavidsonMJ04,speech communication,,,,,article
carlos galup-montoro|márcio c. schneider|rafael m. coitinho,resizing rules for mos analog-design reuse.,2002,1961744,journals/dt/Galup-MontoroSC02,ieee design & test of computers,,,,,article
antónio guedes de oliveira|diogo oliveira e silva,note on the integer geometry of bitwise xor.,2005,1969731,journals/ejc/OliveiraS05,eur. j. comb.,,,,,article
mukesh a. zaveri|s. n. merchant|uday b. desai,wavelet-based detection and its application to tracking in an ir sequence.,2007,2288178,journals/tsmc/ZaveriMD07a,"ieee transactions on systems, man, and cybernetics, part c",,,,,inproceedings
takashi naito|toshihiko tsukada|keiichi yamada|shin yamamoto,moving-vehicle license plate recognition method robust to changes in lighting conditions.,2000,2199784,journals/scjapan/NaitoTYY00,systems and computers in japan,,,,,article
patrick traynor|william enck|patrick mcdaniel|thomas f. la porta,mitigating attacks on open functionality in sms-capable cellular networks.,2009,2277624,journals/ton/TraynorEMP09,ieee/acm trans. netw.,,,,,article
david gabelaia|agi kurucz|frank wolter|michael zakharyaschev,non-primitive recursive decidability of products of modal logics with expanding domains.,2006,1828604,journals/apal/GabelaiaKWZ06,ann. pure appl. logic,,,,,article
son kuswadi|mitsuji sampei|shigeki nakaura,adaptive fuzzy control of one linear actuator hopping robot.,2003,2074895,journals/jaciii/KuswadiSN03,jaciii,,,,,article
rita puzmanová,grids enter a new generation.,2007,1960171,journals/dsonline/Puzmanova07b,ieee distributed systems online,,,,,inproceedings
maurice j. chacron,electrolocation.,2007,2356587,journals/scholarpedia/Chacron07,scholarpedia,,,,,article
geoff whittle,stabilizers of classes of representable matroids.,1999,2107981,journals/jct/Whittle99,"j. comb. theory, ser. b",,,,,article
eljas soisalon-soininen|derick wood,on a covering relation for context-free grammars.,1982,1813870,journals/acta/Soisalon-SoininenW82,acta inf.,,,,,article
alexander s. szalay|gordon c. bell|h. howie huang|andreas terzis|alainna white,low-power amdahl-balanced blades for data intensive computing.,2010,2212828,journals/sigops/SzalayBHTW10,operating systems review,,,,,article
vishwesh venkatraman|andrew r. dalby|zheng rong yang,evaluation of mutual information and genetic programming for feature selection in qsar.,2004,2097318,journals/jcisd/VenkatramanDY04,journal of chemical information and modeling,,,,,article
reinhold huber,scene classification of sar images acquired from antiparallel tracks using evidential and rule-based fusion.,2001,2072036,journals/ivc/Huber01,image vision comput.,,,,,incollection
petteri mannersalo|ilkka norros|paavo salminen,a storage process with local time input.,2004,2190885,journals/questa/MannersaloNS04,queueing syst.,,,,,inproceedings
wolfgang brendel,speicherprogrammierbare steuerungen - das aktuelle schlagwort.,1985,2048344,journals/insk/Brendel85,informatik spektrum,,,,,article
josef stoer,a direct method for chebyshev approximation by rational functions.,1964,2077776,journals/jacm/Stoer64,j. acm,,,,,article
luminita dumitriu,interactive mining and knowledge reuse for the closed-itemset incremental-mining problem.,2002,2209082,journals/sigkdd/Dumitriu02,sigkdd explorations,,,,,incollection
emmanouil benetos|constantine kotropoulos,non-negative tensor factorization applied to music genre classification.,2010,2303653,journals/taslp/BenetosK10,"ieee transactions on audio, speech & language processing",,,,,article
adrian williamson|robert d. ward,emotion in interactive systems: applying transactional analysis.,1999,2190124,journals/puc/WilliamsonW99,personal and ubiquitous computing,,,,,article
kun wang|yueqiang shang|ren zhao,optimal error estimates of the penalty method for the linearized viscoelastic flows.,2010,2025179,journals/ijcm/WangSZ10,int. j. comput. math.,,,,,article
jakob mauss|frank seelisch|mugur m. tatar,a constraint solver for model-based engineering.,2004,1819613,journals/aicom/MaussST04,ai commun.,,,,,inproceedings
qingping tao|stephen d. scott|n. v. vinodchandran|thomas takeo osugi|brandon mueller,kernels for generalized multiple-instance learning.,2008,2174570,journals/pami/TaoSVOM08,ieee trans. pattern anal. mach. intell.,,,,,article
víctor m. hernández guzmán|víctor santibáñez|ramón silva-ortigoza,a new tuning procedure for pid control of rigid robots.,2008,1832611,journals/ar/GuzmanSS08,advanced robotics,,,,,article
yoshiyuki tanaka|toshio tsuji|vittorio sanguineti|pietro g. morasso,bio-mimetic trajectory generation using a neural time-base generator.,2005,2385931,journals/jfr/TanakaTSM05,j. field robotics,,,,,article
hillel gazit|gary l. miller,an improved parallel algorithm that computes the bfs numbering of a directed graph.,1988,2054821,journals/ipl/GazitM88,inf. process. lett.,,,,,article
engelbert mephu nguifo|patrick njiwoua,treillis de concepts et classification supervisée.,2005,2285471,journals/tsi/NguifoN05,technique et science informatiques,,,,,article
minwoo jeong|gary geunbae lee,triangular-chain conditional random fields.,2008,2303026,journals/taslp/JeongL08,"ieee transactions on audio, speech & language processing",,,,,article
leif b. methlie,schema design using a data structure matrix.,1978,2062884,journals/is/Methlie78,inf. syst.,,,,,article
rui wang|wei-feng chen|ming-hao pan|hu-jun bao,harmonic coordinates for real-time image cloning.,2010,2402003,journals/jzusc/WangCPB10,journal of zhejiang university   science c,,,,,article
yannick aoustin|alexander m. formal'sky,on the stabilization of a biped vertical posture in single support using internal torques.,2005,2385238,journals/robotica/AoustinF05,robotica,,advis,international joint conference on artificial intelligence,,article
sourabh bhattacharya|alan e. gelfand|kent e. holsinger,model fitting and inference under latent equilibrium processes.,2007,2321280,journals/sac/BhattacharyaGH07,statistics and computing,,,,,inproceedings
a. m. hamel|michael anthony steel,the length of a leaf coloration on a random binary tree.,1997,2205938,journals/siamdm/HamelS97,siam j. discrete math.,,,,,incollection
bin liu 0002|laura chiticariu|vivian chu|h. v. jagadish|frederick reiss,automatic rule refinement for information extraction.,2010,2372139,journals/pvldb/LiuCCJR10,pvldb,,,,,inproceedings
mikael hedelind|peter funk|milun milic,intelligent buffer storage system: enabling fast and flexible assembling with industrial robots.,2006,2112280,journals/jifs/HedelindFM06,journal of intelligent and fuzzy systems,,,,,article
karel hinnen|michel verhaegen|niek j. doelman,robust spectral factor approximation of discrete-time frequency domain power spectras.,2005,2362303,journals/automatica/HinnenVD05,automatica,,cdc,working conference on reverse engineering,,article
chris salzberg|antony antony|hiroki sayama,visualizing evolutionary dynamics of self-replicators: a graph-based approach.,2006,1824898,journals/alife/SalzbergAS06,artificial life,,,,,article
shrinivas j. pundlik|damon l. woodard|stan birchfield,iris segmentation in non-ideal images using graph cuts.,2010,2073636,journals/ivc/PundlikWB10,image vision comput.,,,,,article
bart verheecke|wim vanderperren|viviane jonckers,unraveling crosscutting concerns in web services middleware.,2006,2219042,journals/software/VerheeckeVJ06,ieee software,,,,,article
david j. abel|p. j. kilby|j. r. davis,the systems integration problem.,1994,1995418,journals/gis/AbelKD94,international journal of geographical information systems,,,,,article
zhongwei yin|shouwei jiang,"iso-phote based adaptive surface fitting to digitized points and its applications in region-based tool path generation, slicing and surface triangulation.",2004,2395906,journals/cii/YinJ04,computers in industry,,,,,inproceedings
chiao-fe shu,new products.,2003,2006352,journals/ieeemm/Shu03,ieee multimedia,,,,,article
kathleen vunckx|dirk beque|michel defrise|johan nuyts,single and multipinhole collimator design evaluation method for small animal spect.,2008,2269078,journals/tmi/VunckxBDN08,ieee trans. med. imaging,,,,,incollection
maarten f. bobbert|jan peter van zandwijk,sensitivity of vertical jumping performance to changes in muscle stimulation onset times: a simulation study.,1999,1838275,journals/bc/BobbertZ99,biological cybernetics,,,,,article
jean-charles delvenne|petr kurka|vincent d. blondel,decidability and universality in symbolic dynamical systems.,2006,1993373,journals/fuin/DelvenneKB06,fundam. inform.,,,,,inproceedings
antonius j. c. hurkens|monica mcarthur|yiannis n. moschovakis|lawrence s. moss|glen t. whitney,the logic of recursive equations.,1998,2133895,journals/jsyml/HurkensMMMW98,j. symb. log.,,,,,inproceedings
charles j. swift,machine features for a more automatic monitoring system on digital computers.,1957,2077794,journals/jacm/Swift57,j. acm,,,,,article
michael i. mandel|graham e. poliner|daniel p. w. ellis,support vector machine active learning for music retrieval.,2006,2148521,journals/mms/MandelPE06,multimedia syst.,,,,,article
f. t. chan|tsong yueh chen|t. h. tse,on the effectiveness of test case allocation schemes in partition testing.,1997,2047675,journals/infsof/ChanCT97,information & software technology,,,,,article
antoni burguera|yolanda gonzález cid|gabriel oliver,a solution for integrating map building and self localization strategies in mobile robotics.,2005,2029746,journals/ijis/BurgueraGO05,int. j. intell. syst.,,,,,inproceedings
limin xiang|kazuo ushijima|changjie tang,efficient loopless generation of gray codes for k-ary trees.,2000,2057976,journals/ipl/XiangUT00,inf. process. lett.,,,,,article
deborah a. frincke|ming-yuh huang,recent advances in intrusion detection systems.,2000,1879893,journals/cn/FrinckeH00,computer networks,,,,,article
julita vassileva|silvia breban|michael c. horsch,agent reasoning mechanism for long-term coalitions based on decision making and trust.,2002,1874306,journals/ci/VassilevaBH02,computational intelligence,,,,,inproceedings
hui-nien hung|yi-bing lin|nan-fu peng|sok-ian sou,connection failure detection mechanism of umts charging protocol.,2006,2352806,journals/twc/HungLPS06,ieee transactions on wireless communications,,,,,incollection
hendrik a. goosen|anna r. karlin|david r. cheriton|dieter polzin,chiron parallel program performance visualization system.,1994,1861786,journals/cad/GoosenKCP94,computer aided design,,,,,article
guoqing chen|etienne e. kerre|jacques vandenbulcke,normalization based on fuzzy functional dependency in a fuzzy relational data model.,1996,2062425,journals/is/ChenKV96,inf. syst.,,,,,incollection
ewa grabska|grazyna maria slusarczyk|truong lan le,visual design and reasoning with the use of hypergraph transformations.,2008,2372526,journals/eceasst/GrabskaSL08,eceasst,,,,,article
beatriz rey|mariano alcañiz raya|josé tembl|vera parkhutik,brain activity and presence: a preliminary study in different immersive conditions using transcranial doppler monitoring.,2010,2294774,journals/vr/ReyRTP10,virtual reality,,,,,article
jon t. butler|kriss a. schueller,on the equivalence of cost functions in the design of circuits by costtable.,1990,2226533,journals/tc/ButlerS90,ieee trans. computers,,,,,inproceedings
j. wolfgang kaltz|steffen lohmann|eike lang|tim hussein|jürgen ziegler,ontologiebasiertes engineering kontextadaptiver webanwendungen (ontology-based engineering of context-adaptive web applications).,2005,2004974,journals/icom/KaltzLLHZ04,i com,,,,,article
paul a. booth|mary lalomia,book reviews.,1992,2028663,journals/ijhci/BoothL92,int. j. hum. comput. interaction,,,,,incollection
stephen lack,limits for lax morphisms.,2005,1812374,journals/acs/Lack05,applied categorical structures,,,,,incollection
john a. bateman|joerg kleinz|thomas kamps|klaus reichenberger,"towards constructive text, diagram, and layout generation for information presentation.",2001,1883658,journals/coling/BatemanKKR01,computational linguistics,,,,,article
lászló babai|gene cooperman|larry finkelstein|eugene m. luks|ákos seress,fast monte carlo algorithms for permutation groups.,1995,2100654,journals/jcss/BabaiCFLS95,j. comput. syst. sci.,,,,,article
richard m. crowder|wendy hall|ian heath|gary wills,"industrial strength hypermedia: design, implementation and application.",2000,2375289,journals/ijcim/CrowderHHW00,int. j. computer integrated manufacturing,,,,,incollection
xu li|amiya nayak|isabelle ryl|david simplot,on secure mobile ad hoc routing.,2007,2376895,journals/ahswn/LiNRS07,ad hoc & sensor wireless networks,,,,,article
benny y. m. fung|vincent t. y. ng,classification of heterogeneous gene expression data.,2003,2209128,journals/sigkdd/FungN03,sigkdd explorations,,,,,article
mike j. grannell|terry s. griggs|kathleen a. s. quinn|barbara m. maenhaut|ralph gordon stanton,more on exact bicoverings of 12 points.,2003,1834338,journals/arscom/GrannellGQMS03,ars comb.,,,,,article
claude oestges|bruno clerckx|maxime guillaud|mérouane debbah,dual-polarized wireless communications: from propagation models to system performance evaluation.,2008,2353750,journals/twc/OestgesCGD08,ieee transactions on wireless communications,,,,,incollection
sander m. bohte|joost n. kok,applications of spiking neural networks.,2005,2053574,journals/ipl/BohteK05,inf. process. lett.,,iccsa (1),theorem proving in higher order logics,,inproceedings
r. kudrawiec|m. gladysiewicz|m. motyka|j. misiewicz|g. cywinski|m. siekacz|c. skierbiszewski,contactless electroreflectance of gainn/alinn multi quantum wells: the issue of broadening of optical transitions.,2009,2319987,journals/mj/KudrawiecGMMCSS09,microelectronics journal,,,,,article
laura luzzi|ghaya rekaya-ben othman|jean-claude belfiore|emanuele viterbo,golden space-time block-coded modulation.,2009,2262257,journals/tit/LuzziOBV09,ieee transactions on information theory,international journal of ambient computing and intelligence (ijaci),,,,article
jan lansky|michal zemlicka,compression of a dictionary.,2006,169887,conf/dateso/LanskyZ06,,,cikm,international workshop on quality of service,,inproceedings
pablo lavín-mera|pablo moreno-ger|baltasar fernández-manjón,development of educational videogames in m-learning contexts.,2008,813899,conf/digitel/Lavin-MeraMF08,,,,,,inproceedings
